Company Name,Company Number,Status,Incorporation Date,Dissolution Date,Company Type,Jurisdiction,Business Number,Registry Page,Recent filings (data and link),Source,Latest Events (date and description)
CRIXUS CAPITAL AUSTRALIA PTY LIMITED,600533506,Deregistered, 4 July 2014 (about 9 years ago),,"Australian Proprietary Company, Limited By Shares",Australia,00000000000,https://connectonline.asic.gov.au/RegistrySearch/faces/landing/panelSearch.jspx?searchTab=search&searchType=OrgAndBusNm&searchText=600533506&_adf.ctrl-state=13cs8h575n_4,"APPLICATION FOR VOLUNTARY DEREGISTRATION OF A COMPANY, https://opencorporates.com/filings/345233460",Australian Securities & Investments Commission,Incorporated on 2014-07-04
,,,,,,,,,"APPLICATION FOR INCORPORATION (DIVN 1), https://opencorporates.com/filings/345233461",,
